track_id,title,extension,s3_url,collection_folder,album_folder,SKU,type,Description,audio_url,image_url,video_url,price,in_stock,categories,content_type
03_shakur,Shakur,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 03_shakur.ipynb,,,,media,,,,,,,,notebook
03_shakur,Shakur,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 03_shakur.md,,,,media,,,,,,,,lyrics
04_last_one_left,Last One Left,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 04_last_one_left.ipynb,,,,media,,,,,,,,notebook
04_last_one_left,Last One Left,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 04_last_one_left.md,,,,media,,,,,,,,lyrics
05_full_disclosure,Full Disclosure,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 05_full_disclosure.ipynb,,,,media,,,,,,,,notebook
05_full_disclosure,Full Disclosure,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 05_full_disclosure.md,,,,media,,,,,,,,lyrics
06_lifted,Lifted,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 06_lifted.ipynb,,,,media,,,,,,,,notebook
06_lifted,Lifted,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 06_lifted.md,,,,media,,,,,,,,lyrics
07_fuck_society,Fuck Society,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 07_fuck_society.ipynb,,,,media,,,,,,,,notebook
07_fuck_society,Fuck Society,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 07_fuck_society.md,,,,media,,,,,,,,lyrics
08_ashes,Ashes,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 08_ashes.ipynb,,,,media,,,,,,,,notebook
08_ashes,Ashes,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 08_ashes.md,,,,media,,,,,,,,lyrics
09_haunted,Haunted,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 09_haunted.ipynb,,,,media,,,,,,,,notebook
09_haunted,Haunted,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 09_haunted.md,,,,media,,,,,,,,lyrics
10_monumental,Monumental,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 10_monumental.ipynb,,,,media,,,,,,,,notebook
10_monumental,Monumental,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 10_monumental.md,,,,media,,,,,,,,lyrics
11_trafficked_web,Trafficked Web,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 11_trafficked_web.md,,,,media,,,,,,,,lyrics
11_trafficked,Trafficked,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 11_trafficked.ipynb,,,,media,,,,,,,,notebook
11_trafficked,Trafficked,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 11_trafficked.md,,,,media,,,,,,,,lyrics
12_hocus_pocus,Hocus Pocus,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 12_hocus_pocus.ipynb,,,,media,,,,,,,,notebook
12_hocus_pocus,Hocus Pocus,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 12_hocus_pocus.md,,,,media,,,,,,,,lyrics
13_syntax,Syntax,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 13_syntax.ipynb,,,,media,,,,,,,,notebook
13_syntax,Syntax,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 13_syntax.md,,,,media,,,,,,,,lyrics
14_stay_real,Stay Real,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 14_stay_real.ipynb,,,,media,,,,,,,,notebook
14_stay_real,Stay Real,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 14_stay_real.md,,,,media,,,,,,,,lyrics
15_the_story_of_our_former_glory,The Story Of Our Former Glory,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 15_the_story_of_our_former_glory.ipynb,,,,media,,,,,,,,notebook
15_the_story_of_our_former_glory,The Story Of Our Former Glory,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 15_the_story_of_our_former_glory.md,,,,media,,,,,,,,lyrics
EverLightsCriticalSynopsis,Everlightscriticalsynopsis,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── EverLightsCriticalSynopsis.ipynb,,,,media,,,,,,,,notebook
└FullDisclosure_Arsenal,└Fulldisclosure Arsenal,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   └── FullDisclosure_Arsenal.md,,,,media,,,,,,,,lyrics
01_warning_shots,Warning Shots,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 01_warning_shots.ipynb,,,,media,,,,,,,,notebook
01_warning_shots,Warning Shots,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 01_warning_shots.md,,,,media,,,,,,,,lyrics
02_behold_a_pale_horse,Behold A Pale Horse,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 02_behold_a_pale_horse.ipynb,,,,media,,,,,,,,notebook
02_behold_a_pale_horse,Behold A Pale Horse,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 02_behold_a_pale_horse.md,,,,media,,,,,,,,lyrics
03_kamikaze,Kamikaze,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 03_kamikaze.ipynb,,,,media,,,,,,,,notebook
03_kamikaze,Kamikaze,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 03_kamikaze.md,,,,media,,,,,,,,lyrics
04_whistleblower,Whistleblower,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 04_whistleblower.ipynb,,,,media,,,,,,,,notebook
04_whistleblower,Whistleblower,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 04_whistleblower.md,,,,media,,,,,,,,lyrics
05_superstitions,Superstitions,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 05_superstitions.ipynb,,,,media,,,,,,,,notebook
05_superstitions,Superstitions,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 05_superstitions.md,,,,media,,,,,,,,lyrics
06_scripture,Scripture,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 06_scripture.ipynb,,,,media,,,,,,,,notebook
06_scripture,Scripture,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 06_scripture.md,,,,media,,,,,,,,lyrics
07_menace_to_society,Menace To Society,ipynb,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 07_menace_to_society.ipynb,,,,media,,,,,,,,notebook
07_menace_to_society,Menace To Society,md,https://s3.omniversalmedia.app/src/data/HAWK-ARS-00/│   │   ├── 07_menace_to_society.md,,,,media,,,,,,,,lyrics
